category,business_name,city,address,phone_primary,phones_all,fax,website,emails,email_primary,linkedin,facebook,instagram,twitter,rating,review_count,latitude,longitude,yello_url,enrich_status
doctors-and-clinics,"Fidoc- Find Doctors, Clinics, Hospitals",Dubai,"Ithra Tower, Garhoud, Dubai- 41414, UAE",+971 80062235,+971 80062235,+971 80062235,https://www.fidoc.com/,care@fidoc.com,care@fidoc.com,,https://www.facebook.com/fidoc.uae,https://www.instagram.com/fidoc.uae,https://twitter.com/fidoc_uae,,,25.2440724,55.3375943,https://www.yello.ae/company/358435/fidoc-find-doctors-clinics-hospitals,ok
doctors-and-clinics,First Medical Center,Dubai,"P.O. Box # 126535, Level 7,  Bu Haleeba Plaza,  Al Muraqqabat Street, Deira, Dubai.",+971 4 297 6868,+971 4 297 6868,,http://dubaifmc.com,admin@dubaifmc.com,admin@dubaifmc.com,,https://www.facebook.com/dubaifmc/,https://www.instagram.com/dubaifmc/,,,,25.2650119884063,55.3286260158691,https://www.yello.ae/company/359104/first-medical-center,ok
doctors-and-clinics,First Response HealthCare,Dubai,"Office 810, Yes Business Centre, Building - 32, Street - 13, Al Barsha - 1, Dubai, U.A.E 117341",+971 50 505 0387,+971 50 505 0387 | +971 4 583 6887,,https://firstresponsehealthcare.com/,booking.respond@firstresponsehealthcare.com | admin@firstresponse.ae | appointment@firstresponse.ae | mariya.martin@firstresponse.ae,booking.respond@firstresponsehealthcare.com,https://www.linkedin.com/in/pavansharmadubai/,https://facebook.com/frhglobal,https://instagram.com/frhglobal/,,,,25.1093858,55.1837685,https://www.yello.ae/company/366596/first-response-healthcare,ok
doctors-and-clinics,Fitlov FZ LLC,Dubai,"In5 Innovation Center, King Salman Bin Abdulaziz Al Saud St., knowledge Village",+00971585089714,+00971585089714 | +971 58 588 7044,,https://www.fitlov.com/www.fitlov.com,info@fitlov.com,info@fitlov.com,https://linkedin.com/company/fitlov/,https://facebook.com/fitlovuae/,https://instagram.com/fitlov_uae/,,,,25.0724698,55.1428732,https://www.yello.ae/company/365135/fitlov-fz-llc,ok
doctors-and-clinics,GAIA Healthcare,Dubai,JBC 4 - Cluster N - Jumeirah Lake Towers - Dubai,+971 4 451 7427,+971 4 451 7427,,https://gaiahealthcare.ae/,bd@gaiahealthcare.ae | hr@gaiahealthcare.ae | info@pdclogistics.ae,bd@gaiahealthcare.ae,https://www.linkedin.com/company/gaiahealthcareuae/,https://www.facebook.com/gaiahealthcareuae,https://www.instagram.com/gaiahealthcarecuae/,https://twitter.com/gaiadmccuae,,,25.0626488,55.138414,https://www.yello.ae/company/369619/gaia-healthcare,ok
doctors-and-clinics,GMCClinics,Dubai,"1st Floor, âThe Marketâ Shopping Centre  Green Community, DIP  P.O. Box 11962, Dubai, UAE",+971 4 393 2983,+971 4 393 2983 | +971 4 349 4880,,http://www.gmcclinics.com/,info@gmcclinics.com | lab@gmcclinics.com | tecom@gmcclinics.com | jumeirah@gmcclinics.com | greencommunity@gmcclinics.com | info@haswell.com,info@gmcclinics.com,https://www.linkedin.com/company/gmcclinics,https://www.facebook.com/gmcclinics,https://www.instagram.com/gmcclinics_/,,,,25.231119,55.263451,https://www.yello.ae/company/363913/gmcclinics,ok
doctors-and-clinics,Gentle Dental Care,Abu Dhabi,Hamdan Street,+971 2 676 4642,+971 2 676 4642,+971 2 676 4640,https://www.gdcabudhabi.ae/,care@gdcabudhabi.ae,care@gdcabudhabi.ae,,https://www.facebook.com/GentleDCAbuDhabi/,https://www.instagram.com/gentledentalabudhabi,,,,24.449303540451083,54.35819116931579,https://www.yello.ae/company/18673/gentle-dental-care,ok
doctors-and-clinics,German Neuroscience Center Dubai,Dubai,"Al Razi Building 64, Block A, Second floor, Clinic 2006, Oud Metha Road",+971 4 429 8578,+971 4 429 8578,,https://www.gncdubai.com/,mail@gnc-dubai.com,mail@gnc-dubai.com,https://www.linkedin.com/company/gnc-german-neuroscience-center-llc,https://www.facebook.com/GermanNeuroscienceCenter/,https://www.instagram.com/german_neuroscience_dubai/,https://twitter.com/dubai_neuro,,,25.2048,55.2708,https://www.yello.ae/company/365834/german-neuroscience-center-dubai,ok
doctors-and-clinics,German Veterinary Clinic,Abu Dhabi,"Khalifa A. Abu Dhabi, UAE",+971 52 150 2951,+971 52 150 2951,,https://germanvet.ae/,info@germanvet.ae,info@germanvet.ae,,https://www.facebook.com/GermanVeterinaryClinic,https://www.instagram.com/germanveterinaryclinic/,,,,24.417748,54.563379,https://www.yello.ae/company/358227/german-veterinary-clinic,ok
doctors-and-clinics,Getchecked Clinic,Dubai,"The Mall, Umm Suqqiem, Dubai",+971 52 700 7915,+971 52 700 7915,,https://getcheckedclinic.com/,enquiries@getcheckedclinic.com,enquiries@getcheckedclinic.com,https://www.linkedin.com/company/getchecked/,https://www.facebook.com/people/Getchecked/100095047697726/,https://www.instagram.com/getchecked_clinic/,,,,25.1097031,55.1778069,https://www.yello.ae/company/374728/getchecked-clinic,ok
doctors-and-clinics,Gsm Medical Center,Dubai,"Muaded Almazrouei Bdlg - 1st floor, Al Satwa Rd - near Satwa Roundabout",+971 4 883 1002,+971 4 883 1002 | +971 56 355 4209,,https://gsmmedicalcenter.com/,support@gsmmedicalcenter.com | %20support@gsmmedicalcenter.com,support@gsmmedicalcenter.com,,https://www.facebook.com/gsmmedicalcenter/,https://www.instagram.com/gsmmedicalcenter.uae/,https://twitter.com/qodeinteractive,,,25.2342711,55.2758957,https://www.yello.ae/company/356142/gsm-medical-center,ok
doctors-and-clinics,Gulf Medical Projects,Sharjah,Al Hind Tower - AL Khan Corniche St - Al Khan - Sharjah,+971 6 509 5555,+971 6 509 5555,,https://gmpc.ae/ar/,ali@gmpc.ae | suggestions@gmpc.ae,ali@gmpc.ae,,,,,,,25.324173,55.374497,https://www.yello.ae/company/371813/gulf-medical-projects,ok
doctors-and-clinics,Hala General Trading LLC,Dubai,Box No. 6561,3348595,3348595 | +971 4 430 2212,3346408,http://halagt.com/,diva@halagt.com | sales@halagt.com,diva@halagt.com,,,,,,,25.141515,55.2435949,https://www.yello.ae/company/78929/hala-general-trading-llc,ok
doctors-and-clinics,Health Bay Day Care Surgery Center LLC,Dubai,"Villa 977, Al Wasl Road, Umm Suqeim 2",+971 4 348 7140,+971 4 348 7140 | +971 800 4272,+971 4 348 7140,https://healthbayclinic.com/,info@healthbayclinic.com,info@healthbayclinic.com,https://www.linkedin.com/company/healthbay-polyclinic/,https://www.facebook.com/healthbaypolyclinic/,https://www.instagram.com/healthbaypolyclinic/,,,,25.1476277,55.2108265,https://www.yello.ae/company/357358/health-bay-day-care-surgery-center-llc,ok
doctors-and-clinics,Health Call Medical and Aesthetic Dental Clinic,Dubai,"Red Diamond Building, First Floor 107 - Jumeirah Lake Towers - Dubai - United Arab Emirates",+971 4 564 7498,+971 4 564 7498,,https://www.healthcalldubai.ae/,info@healthcalldubai.ae,info@healthcalldubai.ae,,,https://www.instagram.com/healthcalluae,,,,25.07742,55.1553,https://www.yello.ae/company/371925/health-call-medical-and-aesthetic-dental-clinic,ok
doctors-and-clinics,Healthpoint,Abu Dhabi,"Zayed Sports City,Between Gate 1 and 6 - Entrance - Abu Dhabi",+971800203,+971800203,,https://healthpoint.ae/,appointment@healthpoint.ae,appointment@healthpoint.ae,https://www.linkedin.com/company/healthpointuae/,https://www.facebook.com/HealthpointUAE,https://www.instagram.com/HealthpointUAE/,https://twitter.com/HealthpointUAE,,,24.4189338,54.452992,https://www.yello.ae/company/370129/healthpoint,ok
doctors-and-clinics,Hortman Clinics,Dubai,"32 Floor, Burj Al Salam building",+971 4 566 2615,+971 4 566 2615,+97122222,https://www.hortmanclinics.com/,info@hortmanclinics.com | careers@hortmanclinics.com,info@hortmanclinics.com,,https://www.facebook.com/hortmanclinicsdubai/,https://www.instagram.com/hortman.clinics/,,,,25.230461213417534,55.28680164603361,https://www.yello.ae/company/367781/hortman-clinics,ok
doctors-and-clinics,Humania,Dubai,"Unit 302, Level 3, The Exchange Building (Gate Village 11 - DIFC - Dubai",+971 4 246 4902,+971 4 246 4902,,https://humaniacap.com/,info@humaniacap.com,info@humaniacap.com,,,,,,,25.2135121,55.2823895,https://www.yello.ae/company/369236/humania,ok
doctors-and-clinics,Hygiene Fresh,Sharjah,Food Court Gate No - 3 - Saif Zone - Sharjah,+971 600520057,+971 600520057,,https://hygienefresh.com,info@hygienefresh.com,info@hygienefresh.com,,https://www.facebook.com/HygienefreshFZE,https://www.instagram.com/hygienefreshfze/,,,,25.345258,55.4856461,https://www.yello.ae/company/371303/hygiene-fresh,ok
doctors-and-clinics,IBO,Sharjah,Sheikh Salem Al Qassimi Street  Al Qarayen,+971 6 518 0800,+971 6 518 0800,,https://www.ibo.ae/en,info@ibo.ae,info@ibo.ae,,,https://www.instagram.com/ibomedicalcenter/,,,,25.3450917685536,55.4204167158691,https://www.yello.ae/company/360000/ibo,ok
doctors-and-clinics,ICT Health,Dubai,"11th Floor, Sobha Saphhire,, Business Bay - Dubai",+971 4 448 4618,+971 4 448 4618,,https://icthealth.com/,info@icthealth.com,info@icthealth.com,https://www.linkedin.com/company/638325,https://www.facebook.com/ICT-Health-399241330155781/,https://www.instagram.com/ict_health/,https://twitter.com/ICT_HEALTH,,,25.1781259,55.2746465,https://www.yello.ae/company/370751/ict-health,ok
doctors-and-clinics,Ideal Fit Center,Dubai,"Shop no. 10, Wasl Vita Mall, Wasl Road",+971 4 321 7771,+971 4 321 7771 | +971 55 302 1599,,http://www.ifitdubai.com,support@drbabak.clinic,support@drbabak.clinic,,,,,,,25.2137015544999,55.2576487863646,https://www.yello.ae/company/364288/ideal-fit-center,ok
doctors-and-clinics,Ilham Dental Clinic,Dubai,"Al Hawai Building, Al Rigga Rd,Al Muraqabat",+971 4 297 4003,+971 4 297 4003,+971 4 297 4006,https://ilhamdentalclinicdubaimarina.com/,ilhamdentalclinic@gmail.com,ilhamdentalclinic@gmail.com,,https://www.facebook.com/ilhamdentalclinic/,,https://www.twitter.com/casoft,5.0,2,25.262,55.3274,https://www.yello.ae/company/18741/ilham-dental-clinic,ok
doctors-and-clinics,Imperial College London Diabetes Center,Abu Dhabi,"Al Khaleej Al Arabi Street, Al Safarat",+971 2 404 0800,+971 2 404 0800,+971 2 404 0900,http://www.icldc.ae/,info@icldc.ae,info@icldc.ae,https://www.linkedin.com/company/imperial-college-london-diabetes-centre/,https://www.facebook.com/ICLDCUAE/,https://www.instagram.com/icldc/,https://twitter.com/ICLDC,,,24.4203,54.4284,https://www.yello.ae/company/18742/imperial-college-london-diabetes-center,ok
doctors-and-clinics,Imperial College London Diabetes Centre,Abu Dhabi,Beside Zayed Military Hospital - Al Khaleej Al Arabi St - Abu Dhabi,+971 2 404 0800,+971 2 404 0800 | +971 8 004 2532,+971 2 404 0900,https://icldec.ae/,info@icldc.ae,info@icldc.ae,https://www.linkedin.com/company/imperial-college-london-diabetes-centre/,https://www.facebook.com/ICLDCUAE/,https://www.instagram.com/icldc/,https://twitter.com/ICLDC,,,24.4203063,54.4282933,https://www.yello.ae/company/153354/imperial-college-london-diabetes-centre,ok
doctors-and-clinics,Infinity Care,Abu Dhabi,Abu Dhabi,+971 52 341 0904,+971 52 341 0904,,https://infinitycare.ae/nursing-services/,marketing@infinitycare.ae,marketing@infinitycare.ae,https://www.linkedin.com/company/infinity-home-care-and-medical-services/,https://www.facebook.com/infinityhealthcareuae,https://www.instagram.com/infinity_healthcare_uae/,https://twitter.com/Infinityhcuae,,,24.4871614,54.3574765,https://www.yello.ae/company/370377/infinity-care,ok
doctors-and-clinics,Infinity International Facilities Management LLC,Abu Dhabi,"Marina Mall, Abu Dhabi",+971 2 203 1000,+971 2 203 1000 | +971 56 994 8291,+971 2 681 2717,https://www.infinity.ae/,info@infinity.ae,info@infinity.ae,,,,,1.7,6,24.4769937774696,54.3209981918335,https://www.yello.ae/company/355122/infinity-international-facilities-management-llc,ok
doctors-and-clinics,Invisalign Center,Dubai,"Villa 697, Jumeirah Beach Road Dubai, United Arab Emirates",+9718001011,+9718001011,,https://invisaligncenter.ae/,contact@invisaligncenter.ae | info@noblevetclinic.com,contact@invisaligncenter.ae,,https://www.facebook.com/invisaligncenterdubai/,https://www.instagram.com/invisaligncenterme/,,,,25.1393819,55.1883012000001,https://www.yello.ae/company/360945/invisalign-center,ok
doctors-and-clinics,Ishaq Bin Omran Medical Center (IBO),Sharjah,"Sheikh Salem Al Qassimi Street Al Qarayen, Sharjah",+971 6 518 0800,+971 6 518 0800,,https://www.ibo.ae/en,info@ibo.ae,info@ibo.ae,,,https://www.instagram.com/ibomedicalcenter/,,,,0.203237,6.608357,https://www.yello.ae/company/362215/ishaq-bin-omran-medical-center-ibo,ok
doctors-and-clinics,Jabal Albathaa Tyres Trading &amp; Oil Changing LLC,Al Ain,P.O.Box 96723,+971 3 721 8820,+971 3 721 8820 | +971 4 371 1300,+971 3 721 2349,https://www.albatha.com/index.htm,business@albatha.com,business@albatha.com,,,,,,,25.2001698,55.2750846,https://www.yello.ae/company/300666/jabal-albathaa-tyres-tradingoil-changing-llc,ok
doctors-and-clinics,Join Crossfit Training at InnerFight Gym Dubai,Dubai,"81 Jumeria Rd - Dubai, United Arab Emirates",+971 4 326 6367,+971 4 326 6367 | +971 4 585 1138,,http://www.innerfight.com/innerfight-services/,winning@innerfight.com,winning@innerfight.com,,https://www.facebook.com/InnerFight/,https://www.instagram.com/innerfight/,,,,25.0305895,55.2387407,https://www.yello.ae/company/345733/join-crossfit-training-at-innerfight-gym-dubai,ok
doctors-and-clinics,Kanad Hospital,Al Ain,"Sanaiya St,Al Ain, Near Etisalat - Abu Dhabi",+971 3 713 1111,+971 3 713 1111,,https://kanadhospital.org/,info@kanadhospital.org | dpo@kanadhospital.org,info@kanadhospital.org,https://www.linkedin.com/company/oasis-hospital,https://www.facebook.com/kanadhospital,https://www.instagram.com/kanadhospital,https://twitter.com/kanadhospital,,,24.206618,55.7597723,https://www.yello.ae/company/371763/kanad-hospital,ok
doctors-and-clinics,KindCare Medical Center,Dubai,"Villa 794, Umm Suqeim2, Jumeirah Beach Road",+971 4 338 8588,+971 4 338 8588,,https://kindcare.ae/,info@kindcare.ae | info@kindcaredoctors.com,info@kindcare.ae,,https://www.facebook.com/KindCareMC,https://instagram.com/kindcare/,,5.0,1,25.1493442005821,55.1983058452606,https://www.yello.ae/company/353757/kindcare-medical-center,ok
doctors-and-clinics,Kinesis Clinic,Dubai,"Vida Emirates Hills, ground floor, unit 8 - Dubai",+971 4 834 8308,+971 4 834 8308 | +971 58 554 4065,,https://kinesisclinic.ae/,info@kinesisclinic.ae | info@kinesis.clinic,info@kinesisclinic.ae,https://www.linkedin.com/company/kinesisclinic,https://www.facebook.com/kinesisclinicae,https://www.instagram.com/kinesis.clinic,,,,25.079111,55.157447,https://www.yello.ae/company/375541/kinesis-clinic,ok
doctors-and-clinics,Koster Clinic,Dubai,"Umm Suqeim 3, 26th Street, Dubai, Jumeirah Beach UAE",+971 043881887,+971 043881887,,https://www.kosterclinic.com/,info@kosterclinic.com,info@kosterclinic.com,,https://www.facebook.com/KosterClinic/,https://www.instagram.com/koster_clinic/,,,,25.1358829367742,55.1959776878357,https://www.yello.ae/company/349521/koster-medicine,ok
doctors-and-clinics,Laser Hair Removal in Abu Dhabi,Abu Dhabi,"Al Wasl Rd, Umm Seqiem, Al Manara Area P.O.Box. No. 57394, Dubai, UAE",+971 55 131 0091,+971 55 131 0091,,https://www.dubailasertreatment.com/,noreply@envato.com,noreply@envato.com,https://www.linkedin.com/shareArticle,https://www.facebook.com/MuffinGroup,,https://twitter.com/Muffin_Group,,,25.151271,55.213647,https://www.yello.ae/company/356551/laser-hair-removal-in-abu-dhabi,ok
doctors-and-clinics,Laser Liposuction,Dubai,"Villa 927 A, Al Wasl Rd, Umm Seqiem, Al Manara Area P.O.Box. No. 57394, Dubai, UAE",+971 4 348 5575,+971 4 348 5575 | +971 4 428 1510,,https://www.laserskincare.ae/treatments/laser-liposuction-in-dubai/,info@laserskincare.ae,info@laserskincare.ae,,https://www.facebook.com/www.laserskincare.ae/,https://www.instagram.com/laserskincare.ae/,https://twitter.com/lasersdubai,,,25.1918792,55.2844745,https://www.yello.ae/company/364195/laser-liposuction,ok
doctors-and-clinics,Laser Skin Care Clinic,Dubai,"611 Jumeirah St, Suite # 1A",+971 55 131 0091,+971 55 131 0091,,https://www.laserskincare.ae/,info@laserskincare.ae,info@laserskincare.ae,,https://www.facebook.com/www.laserskincare.ae/,https://www.instagram.com/laserskincare.ae/,https://twitter.com/lasersdubai,5.0,10,25.166096302467565,55.21338566986644,https://www.yello.ae/company/352418/laser-skin-care-clinic,ok
doctors-and-clinics,Laser Treatment Clinic in Abu Dhabi,Abu Dhabi,"Jumeirah Beach Road Umm Suqeim 1 â Villa 611, P.O. Box: 57394, Dubai, UAE",+971 55 131 0091,+971 55 131 0091,+971 55 131 0091,https://www.dubailasertreatment.com/,noreply@envato.com,noreply@envato.com,https://www.linkedin.com/shareArticle,https://www.facebook.com/MuffinGroup,,https://twitter.com/Muffin_Group,,,25.1953616772148,55.2403081741675,https://www.yello.ae/company/366122/laser-treatment-clinic-in-abu-dhabi,ok
doctors-and-clinics,Lifeway Specialized Medical Centre,Sharjah,"BIN HAM BUILDING, TOWER-A 105 FLAT AL MAMZAR AREA OPPOSITE ANSAR MALL , SHARJAH",+971 6 530 4900,+971 6 530 4900 | +971 52 529 5791 +971 55 780 0291 | +971 52 529 5791 | +971 55 780 0291,+971 6 530 4966,http://www.lifewaymedcenter.com/,lifewayspecialized@gmail.com,lifewayspecialized@gmail.com,,https://www.facebook.com/LifewayMedCentre/#/,https://www.instagram.com/lifewayspecializedmedcentre/,,,,25.3027518490227,55.3648924827576,https://www.yello.ae/company/353173/lifeway-specialized-medical-centre,ok
doctors-and-clinics,MAG Clinic Dubai,Dubai,"Al Barsha 1, API Business Suites, 3RD Floor, Sheikh Zayed, Dubai, UAE.",+971 4 379 4444,+971 4 379 4444 | +971 56 994 9928,,https://www.magclinic.ae/en,reception@magclinic.ae,reception@magclinic.ae,,,https://www.instagram.com/magclinicae/,,,,25.19038,55.25917,https://www.yello.ae/company/367361/mag-clinic-dubai,ok
doctors-and-clinics,MBR University of Medicine,Dubai,Al Razi St - Umm Hurair 2 - Dubai Healthcare City - Dubai,+9718006278,+9718006278,,https://www.mbru.ac.ae/mbru-hacks-covid19/,info@mbru.ac.ae,info@mbru.ac.ae,https://www.linkedin.com/company/mbruniversity,https://www.facebook.com/MBRUniversity/,https://www.instagram.com/MBRUniversity/,https://twitter.com/MBRUniversity,,,25.2327627,55.323279,https://www.yello.ae/company/369762/mbr-university-of-medicine,ok
doctors-and-clinics,Mahaveer Mehta Skin Medical Centre,Dubai,"Al Ghurair City, Omar Bin Al Khattab Road,Al Muraqabat",+971 4 228 2444,+971 4 228 2444,+971 4 221 9292,https://skinlaserdubai.com/,drmmehta@emirates.net.ae,drmmehta@emirates.net.ae,,,,,,,25.268,55.3173,https://www.yello.ae/company/18801/mahaveer-mehta-skin-medical-centre,ok
doctors-and-clinics,Manchester Dental Center,Abu Dhabi,"Mashreq Bank Bldg, M03,Zayed the First Street, Al Manhal",+971 2 666 9411,+971 2 666 9411,+971 2 666 9441,https://manchesterdental.com/,dralsharaa@manchesterdental.com,dralsharaa@manchesterdental.com,,https://www.facebook.com/manchesterdentalcenterabudhabi,https://www.instagram.com/prof.khaldoon.alsharaa/,,,,24.4719,54.3467,https://www.yello.ae/company/18812/manchester-dental-center,ok
doctors-and-clinics,Manzil Health Care Services,Abu Dhabi,"ADCP Tower, Office 401 - Building 17 Al Douj St - Abu Dhabi",+971 800626945,+971 800626945,,https://www.manzilhealth.com/,info@manzilhealth.ae | %20info@manzilhealth.ae,info@manzilhealth.ae,https://www.linkedin.com/company/manzil-health-care-services/,https://www.facebook.com/manzilhealth,https://www.instagram.com/manzilhealth/,,,,24.490569,54.3717762,https://www.yello.ae/company/370426/manzil-health-care-services,ok
doctors-and-clinics,Markable,Dubai,Barsha Heights - Dubai,+971 4 220 1771,+971 4 220 1771,,https://markableintl.com/,inquire@markableintl.com,inquire@markableintl.com,https://www.linkedin.com/company/markableuae,https://www.facebook.com/markableintl,https://www.instagram.com/markableintl/,,,,25.1028254,55.1765593,https://www.yello.ae/company/369722/markable,ok
doctors-and-clinics,MedCity Medical Center LLC,Ras Al Khaimah,"Street 3 - Opp Falooda Restaurant, , Old Rotana Medical Center - Khuzam Area",+971 7 236 4555,+971 7 236 4555 | +971 50 777 1422,,https://www.medcity.ae/,care@medcity.ae,care@medcity.ae,https://www.linkedin.com/company/medcity-medical-center/,https://facebook.com/medcity.ae,https://instagram.com/medcity.ae,https://twitter.com/medcity_ae,,,25.7591795619596,55.9319114685059,https://www.yello.ae/company/354329/medcity-medical-center-llc,ok
doctors-and-clinics,Medcare Hospital,Dubai,"Al Hadiqa Street, Al Safa 1",+971 4 407 9100,+971 4 407 9100 | +971 8006332273,+971 4 407 9198,https://www.medcare.ae/en,info@medcare.ae,info@medcare.ae,https://www.linkedin.com/company/medcareae/,https://www.facebook.com/medcareae,https://www.instagram.com/medcareae/,,,,25.1834,55.2426,https://www.yello.ae/company/17677/medcare-hospital,ok
doctors-and-clinics,Medcare Medical Centre - Mirdif City Centre,Dubai,"Mirdif City Centre,Emirates Road, Mirdiff",+971 8006332273,+971 8006332273,,https://www.medcare.ae/en,info@medcare.ae,info@medcare.ae,https://www.linkedin.com/company/medcareae/,https://www.facebook.com/medcareae,https://www.instagram.com/medcareae/,,,,25.2163,55.4078,https://www.yello.ae/company/18826/medcare-medical-centre-mirdif-city-centre,ok
doctors-and-clinics,Medeor 24x7 International Hospital - Al Ain,Al Ain,Al Falah Street,+971 800 55,+971 800 55,,https://medeor.ae/,info.auh@medeor.ae | dataprotectionofficer@burjeelholdings.com | %20dataprotectionofficer@burjeelholdings.com,info.auh@medeor.ae,https://www.linkedin.com/company/medeor-24x7-hospital---abu-dhabi,https://www.facebook.com/MedeorAbuDhabi/,https://www.instagram.com/medeor24x7/,,5.0,1,24.2064513446418,55.662469998703,https://www.yello.ae/company/354643/medeor-24x7-international-hospital-al-ain,ok
doctors-and-clinics,Medeor Hospital,Abu Dhabi,Abu Dhabi,+97180055,+97180055,,https://medeor.ae/,info.auh@medeor.ae | dataprotectionofficer@burjeelholdings.com | %20dataprotectionofficer@burjeelholdings.com,info.auh@medeor.ae,https://www.linkedin.com/company/medeor-24x7-hospital---abu-dhabi,https://www.facebook.com/MedeorAbuDhabi/,https://www.instagram.com/medeor24x7/,,,,25.257404,55.306612,https://www.yello.ae/company/369589/medeor-hospital,ok
doctors-and-clinics,Mednet UAE FZ (LLC),Dubai,P.O Box 500259,+971 4 390 0710,+971 4 390 0710,+971 4 390 8600,https://mednet.com/,mcc-krg@mednet.com | info-jo@mednet.com | u0022info-jo@mednet.com | approvals.kw@mednet.com | u0022mcc-krg@mednet.com | approvals.bh@mednet.com,mcc-krg@mednet.com,https://www.linkedin.com/company/tawdheef/,https://www.facebook.com/mednetuae,https://www.instagram.com/mednetuae,,,,25.0982418,55.1636772,https://www.yello.ae/company/282082/mednet-uae-fz-llc,ok
doctors-and-clinics,Medsol Diagnostics,Dubai,788C+4HP - Rigga Business Center - Al Rigga Rd - Dubai,+971 4 429 8519,+971 4 429 8519,,https://medsoldiagnostics.com/,info@medsoldiagnostics.com,info@medsoldiagnostics.com,https://www.linkedin.com/in/medsol/,https://www.facebook.com/medsoldiagnostic.uae,https://www.instagram.com/medsoldiagnostics/,,,,25.2653301,55.3214514,https://www.yello.ae/company/371271/medsol-diagnostics,ok
doctors-and-clinics,Medspero Pharma,Dubai,Platinum Business Centre - 806 - Dubai,+971 045483477,+971 045483477,,https://medsperopharma.com/about-us.html,info@medsperopharma.com,info@medsperopharma.com,,,,,,,25.2875589,55.3689052,https://www.yello.ae/company/370603/medspero-pharma,ok
doctors-and-clinics,Medwing,Dubai,Dubai,+971 4 294 3222,+971 4 294 3222,,https://www.medwinguae.com/,info@medwinguae.com,info@medwinguae.com,https://www.linkedin.com/company/medwing-practical-equipment-&-devices-llc,,,,,,25.1881525,55.2715145,https://www.yello.ae/company/369664/medwing,ok
doctors-and-clinics,MedxPharmacy,Dubai,Rebat Street Nad Al Hamar,+971 4 285 4641,+971 4 285 4641 | +971 55 326 3444,,https://www.medxpharmacy.com/,care@medxpharmacy.com,care@medxpharmacy.com,,,,,,,25.2139,55.3796,https://www.yello.ae/company/365399/medxpharmacy,ok
doctors-and-clinics,Memits Solutions,Dubai,"101, Sarah Building, Al Garhoud, Dubai, UAE",+971 4 286 5556,+971 4 286 5556 | +971 4 587 6700,,https://www.me-mits.com/,sales@me-mits.com,sales@me-mits.com,https://www.linkedin.com/company/memits/,https://www.facebook.com/MEMITS1/,https://www.instagram.com/memitssolutions/,,,,25.2522281418587,55.3381434072896,https://www.yello.ae/company/365289/memits-solutions,ok
doctors-and-clinics,Menovivre Clinic,Dubai,Villa Complex - Villa 36 - Al Wasl Rd - Al Safa 2 - Al Safa - Dubai - United Arab Emirates,+971 50 312 9316,+971 50 312 9316,,https://menovivre.ae/,info@menovivreclinic.com,info@menovivreclinic.com,https://www.linkedin.com/company/menovivre-clinic/,https://www.facebook.com/menovivre/,https://www.instagram.com/menovivre/,,,,25.164913,55.224347,https://www.yello.ae/company/375526/menovivre-clinic,ok
doctors-and-clinics,Merlin Life Sciences,Sharjah,182 Sheikh Zayed Rd - Al Wasl - Dubai,+971 55 587 9093,+971 55 587 9093,,https://merlinecp.com/,healthcare@merlin-digital.com,healthcare@merlin-digital.com,https://www.linkedin.com/company/merlin-life-sciences,https://www.facebook.com/MerlinLifeSciences,https://www.instagram.com/MerlinLifeSciences/,,,,25.1971576,55.2637652,https://www.yello.ae/company/368791/merlin-life-sciences,ok
doctors-and-clinics,MicroSafe Group,Dubai,Liwa Heights Tower - Dubai,+971 4 457 2800,+971 4 457 2800,,https://microsafegroup.com/,info@microsafegroup.com,info@microsafegroup.com,https://www.linkedin.com/company/microsafegroup/,https://www.facebook.com/microsafegroup,https://www.instagram.com/microsafegroup/,,,,25.0771761,55.1500278,https://www.yello.ae/company/371323/microsafe-group,ok
doctors-and-clinics,MoorFields Eye Hospital Dubai,Dubai,"Al Razi Building 64, Block E, Floor 3Ø Oud Meetha Road - Dubai",+971 4 429 7888,+971 4 429 7888,+971 4 429 7888,http://www.moorfields.ae/,enquiries@moorfields.ae | feedback@moorfields.ae | contactusad@moorfields.ae,enquiries@moorfields.ae,https://www.linkedin.com/company/moorfields-eye-hospital-dubai/,https://www.facebook.com/MoorfieldsUAE/,https://www.instagram.com/moorfieldsuae/,,,,25.2177271102057,55.2704061425782,https://www.yello.ae/company/353803/moorfields-eye-hospital-dubai,ok
doctors-and-clinics,Moorfields Eye Hospital,Dubai,"Al Razi Building, Block E/F, Floor 3,Dubai Healthcare City, Street 20, Umm Hurair Second",+971 4 429 7888,+971 4 429 7888,+971 4 363 5339,https://moorfields.ae/,enquiries@moorfields.ae | feedback@moorfields.ae | contactusad@moorfields.ae,enquiries@moorfields.ae,https://www.linkedin.com/company/moorfields-eye-hospital-dubai/,https://www.facebook.com/MoorfieldsUAE/,https://www.instagram.com/moorfieldsuae/,,,,25.2343,55.3189,https://www.yello.ae/company/18865/moorfields-eye-hospital,ok
doctors-and-clinics,Mosaikx,Dubai,68HC+3V3 - Umm Hurair 2 - Dubai,+971 4 396 2014,+971 4 396 2014,,https://mosaikx.com/,info@mosaikx.com | mahbod@mosaikx.com,info@mosaikx.com,https://www.linkedin.com/company/mosaikx/,,https://www.instagram.com/mosaikx,,,,25.2276257,55.3221629,https://www.yello.ae/company/369691/mosaikx,ok
