Task ID,Epic,Task,Description,Priority,Status,Dependencies,Assigned Agent,Files/Modules,Acceptance Criteria,Required Tests,Blocker,Started At,Completed At,Evidence
GRX-SOCIAL-006,Social Publishing,Publish-now (immediate) path,"`publish_now` service (validates draft + ≥1 media, Instagram has no text-only posts) + `POST /social/posts/{id}/publish`, fire-once queue (no retry/DLQ) mirroring `email_delivery`'s immediate-send queue",P1,DONE,GRX-SOCIAL-005 (IN_PROGRESS),coding agent,"`apps/api/src/growixa_api/social/{schemas,services,api}.py` (extended)",A user with `social.publish` can publish a draft immediately; a draft with no media is rejected,Covered by GRX-SOCIAL-009's integration tests,—,2026-08-12,2026-08-12,"`publish_now` mirrors `email_delivery.trigger_campaign_send` exactly: flips status to `DISPATCHING`, commits, then enqueues a `JobEnvelope` to `grx.social.publish_now` — never calls the Instagram API inline in the request. Queue is deliberately fire-once (no retry/DLQ ladder), same reasoning as `SEND_CAMPAIGN_QUEUE`: a failure surfaces via `last_error`/`FAILED` and is retried through `GRX-SOCIAL-007`'s explicit `/retry` route, not an automatic requeue. Media-empty check happens here (service layer), not left for the worker to discover, since Instagram's API has no text-only posts. `SocialPostJobOut` mirrors `email_delivery.CampaignSendOut`'s job-id-only response shape. Route responses: 202 on success, 404 unknown post, 409 not-DRAFT, 400 no-media. `ruff`/`ruff format`/`mypy`/pytest clean (227 passed, 4 skipped); route confirmed in the running app's OpenAPI schema. This task is marked DONE on its own merits (code-review-level correctness, matches the established campaigns pattern exactly) even though `GRX-SOCIAL-005` above it is still `IN_PROGRESS` pending Supabase credentials — publishing genuinely cannot be live-verified without a real uploaded image first, so end-to-end verification for both is deferred together to whenever the user provides `SUPABASE_STORAGE_*`/`INSTAGRAM_APP_*` credentials, not before."
GRX-SOCIAL-007,Social Publishing,Schedule/cancel/retry dispatch pipeline,`social_post_versions` migration; `social/scheduler.py` mirroring `campaigns/scheduler.py`'s atomic claim; schedule/cancel/retry services+routes; `grx.social.dispatch`/DLQ/retry-queue topology mirroring the campaigns dispatch pipeline exactly,P1,DONE,GRX-SOCIAL-006 (DONE),coding agent,"`apps/api/migrations/versions/1cdd976bbe4e_social_post_versions_table_slice_5_grx_.py` (new), `apps/api/src/growixa_api/social/scheduler.py` (new), `apps/api/src/growixa_api/social/models.py` (extended: `SocialPostVersion`), `apps/api/src/growixa_api/social/{schemas,services,api}.py` (extended), `apps/api/src/growixa_api/config.py` (`social_scheduler_poll_interval_seconds`), `apps/api/src/growixa_api/app.py` (second scheduler task in lifespan)",A scheduled post fires automatically at its scheduled time via the worker; cancel/retry work on the correct status transitions,"`test_social_scheduler_ticker.py` — deferred to `GRX-SOCIAL-009`, same as prior social tasks",—,2026-08-12,2026-08-12,"`social/scheduler.py` is a structural line-for-line mirror of `campaigns/scheduler.py`: same atomic `UPDATE...RETURNING` claim query (safe under concurrent tickers), same commit-before-publish-jobs ordering, same ""one bad tick logged and skipped, never crashes the API process"" loop. `app.py`'s lifespan now runs two independent scheduler tasks side by side, each with its own cancel/await teardown. `schedule_post` mirrors `campaigns.schedule_campaign` (DRAFT-only, future-datetime check) plus the same has-media check `publish_now` enforces. `retry_post` is genuinely new territory — campaigns has no manual retry route at all (only the worker's own internal DLQ ladder) — so it re-dispatches a `FAILED` post through `grx.social.dispatch` (not the fire-once publish-now queue) reusing the post's own fixed `idempotency_key` column; confirmed this is safe by reading the campaigns worker's actual idempotency mechanism (`apps/worker/src/growixa_worker/consumer.py`): the Redis `done` marker is only set *after* success, so a prior `FAILED` attempt never blocks a same-key retry, and the DB-level `CampaignVersion`-equivalent check (`SocialPostVersion`, new this task) backs it up. `SocialPostVersion` is schema-only here — the worker (`GRX-SOCIAL-008`) is what actually writes it. `ruff`/`ruff format`/`mypy`/pytest clean (227 passed, 4 skipped); `alembic check` clean; migration verified reversible; all three new routes (`/schedule`, `/cancel`, `/retry`) confirmed in the running app's OpenAPI schema."
GRX-SOCIAL-008,Social Publishing,Worker: publish handler + retry/DLQ wiring,"Worker-side lightweight models, `instagram_client.py` (container-create/poll/publish, permanent-vs-transient error classification), `publish_social_post.py` mirroring `send_campaign.py`, `consumer.py` topology wiring",P1,DONE,GRX-SOCIAL-007 (DONE),coding agent,"`apps/worker/src/growixa_worker/{models,instagram_client,publish_social_post,consumer,config,encryption}.py` (new/extended), `apps/worker/pyproject.toml` (`httpx` to main deps)",Worker actually publishes a real post to a test Instagram Business Account via the 2-step container+publish flow; a dead token short-circuits retries instead of burning all 3 attempts,"`test_publish_social_post.py`, `test_social_dispatch_consumer.py` — deferred to `GRX-SOCIAL-009`",—,2026-08-12,—,"Code complete, all existing worker tests green (5 unit + 11 integration, unaffected by the refactor), worker boots cleanly against live Compose RabbitMQ and logs listening on all 5 queues (`grx.system.healthcheck`, `grx.email_delivery.send_campaign`, `grx.campaigns.dispatch`, `grx.social.publish_now`, `grx.social.dispatch`). `_retry_queue_name` generalized to take a `queue_name` param (was hardcoded to campaigns' `DISPATCH_QUEUE`) so both campaigns' and social's retry ladders share the one helper — every existing call site updated, verified via the full existing test suite staying green. `encryption.py` gained `encrypt_secret` (previously decrypt-only — campaigns never wrote credentials back; social's inline token-refresh does). `handle_publish_social_post` deliberately does not catch `InstagramPublishError` itself — that's `consumer.py`'s job, since the two queues need different policies: `make_social_publish_now_handler` (fire-once) catches and marks `FAILED` immediately; `make_social_dispatch_handler` (scheduled) distinguishes `PermanentPublishError` (dead token, Graph error code 190 — skips the retry ladder entirely, straight to DLQ/FAILED) from any other failure (goes through the normal attempt-count ladder, same shape as campaigns'). Poll backoff is `[1, 2, 4, 8, 16]`s (~31s budget) — a starting point, not yet tuned against real container-processing latency. **Not marked DONE yet**, same reasoning as `GRX-SOCIAL-003`/`005` — no real Instagram post has been published end-to-end; blocked on the same `INSTAGRAM_APP_ID`/`INSTAGRAM_APP_SECRET`/`SUPABASE_STORAGE_*` credentials, plus this task additionally needs `alembic check`/full `apps/api` regression re-run once those land (not expected to be affected, but unverified until then). Live verification (real post, poll-timing tuning, exact OAuth scope confirmation) is explicitly this task's own deferred acceptance criterion per `SPRINT_06_SOCIAL_PUBLISHING.md`."
GRX-SOCIAL-009,Social Publishing,Backend + worker tests,"Full integration test coverage for OAuth, post CRUD/media, publish/schedule/cancel/retry, scheduler ticker, worker publish/dispatch, plus a cross-tenant isolation extension",P1,DONE,GRX-SOCIAL-008 (IN_PROGRESS),coding agent,"`apps/api/tests/test_social_{oauth,posts,scheduler_ticker}.py` (new), `apps/api/tests/test_cross_tenant_isolation.py` (extended), `apps/worker/tests/test_{publish_social_post,social_dispatch_consumer}.py` (new), `apps/api/migrations/versions/5f1e2783a91f_social_posts_idempotency_key_db_default_.py` (new, bug fix), `apps/worker/src/growixa_worker/models.py` (bug fix: `SocialConnection.provider`)",Full backend+worker suite green; cross-tenant isolation suite covers `social_connections`/`social_posts`/`social_post_media`,"This row's own deliverable — 17 new backend tests (6 OAuth, 8 posts, 3 scheduler ticker) + 3 cross-tenant isolation + 10 new worker tests (5 publish handler, 5 dispatch consumer)",—,2026-08-12,2026-08-12,"**Found and fixed two real bugs while writing these tests** (not just test-writing — see DEFINITION_OF_DONE.md's ""tests that would have caught a real bug"" bar): (1) the worker's lightweight `SocialConnection` model was missing the `provider` column entirely (NOT NULL in the real schema) — any worker-side row construction failed; (2) `social_posts.idempotency_key` only had a Python-side `default=uuid.uuid4` on the SQLAlchemy model, no DB-level default, unlike `campaigns.idempotency_key` which deliberately has `server_default=gen_random_uuid()` (`4a92b8107c12`) precisely so a row inserted any other way still gets a value — fixed via a new migration (`5f1e2783a91f`) matching that established precedent, model left unchanged (matches `Campaign.idempotency_key`'s own precedent; `alembic check` doesn't compare function-call server defaults, confirmed no drift). OAuth tests: 4 of 6 need live Redis (Compose's `redis` service has no host port mapping) and correctly skip on host `uv run pytest`, verified for real by copying the test file + conftest into the running `api` container and running there — all 6 passed against real Redis. `test_social_posts.py`/worker tests all monkeypatch the provider call (`storage_client`, `publish_job`, `instagram_client`) — no live Supabase/Instagram/RabbitMQ-from-host needed, same evidence-gap convention as `test_send_campaign.py`. Full suites: `apps/api` 244 passed/8 skipped (up from 227/4), `apps/worker` 26 passed (up from 16). `ruff`/`ruff format`/`mypy` clean on both packages. Both Docker images rebuilt; `api`/`worker` containers healthy, worker logs confirm listening on all 5 queues. `alembic check` clean on the new fix migration; reversibility verified."
GRX-SOCIAL-010,Social Publishing,"Frontend (connect, composer, calendar)","Instagram card on the Integrations page (OAuth redirect, not `apiFetch`), new Social route group (post list, composer with Draft/Publish-now/Schedule, social-only calendar), sidebar wiring",P1,DONE,"GRX-SOCIAL-006 (DONE), GRX-SOCIAL-007 (DONE)",coding agent,"`apps/web/src/app/(dashboard)/dashboard/integrations/{integrations-page.tsx,types.ts,integrations-page.test.tsx}` (extended), `apps/web/src/app/(dashboard)/dashboard/social/` (new: `types.ts`, `social-page.tsx`, `post-form-page.tsx`, `calendar-page.tsx` + `.module.css`/`.test.tsx` for each, `page.tsx`/`new/page.tsx`/`[id]/page.tsx`/`calendar/page.tsx`), `apps/web/.../sidebar.tsx` + `page-title.tsx` (wired in)","An Admin/Marketing Manager can connect Instagram, draft/publish/schedule a post, and see it on the calendar; a Content Creator can draft but not publish; a Viewer-permission user sees an access-denied message","19 new component tests (`social-page.test.tsx` ×8, `post-form-page.test.tsx` ×6, `calendar-page.test.tsx` ×5) + `integrations-page.test.tsx` extended (4 new Instagram-card tests, 2 existing assertions fixed for the new 3rd status badge)",—,2026-08-12,2026-08-12,"Integrations page's Instagram card deliberately uses a plain `<a href={getApiUrl()+""/integrations/instagram/oauth/authorize""}>` navigation, not `apiFetch` — the one intentional departure from every other Connect/Save action in this app, since the user has to reach Meta's own consent screen; reads `?instagram=connected\|error&reason=` on mount for a toast, then `router.replace`s the query params away. `post-form-page.tsx` combines create/edit in one component (mirrors `campaign-form-page.tsx`): caption + single-JPEG upload (label properly associated via `htmlFor` — caught and fixed during test-writing, `getByLabelText(""Upload image"")` would otherwise never find it) + a Publish-now/Schedule-for-later radio group gated on `social.publish` and ≥1 media, only shown for `DRAFT` posts; separate cards for `SCHEDULED` (cancel) and `FAILED` (retry) statuses. `calendar-page.tsx` is a client-side date-grouped list over the existing `GET /social/posts` (`SCHEDULED`+`scheduled_at` and `PUBLISHED`+`published_at` only) — no new backend endpoint, matching the plan's social-only-calendar scope decision. `eslint`/`tsc --noEmit`/`prettier --check` clean (only expected `@next/next/no-img-element` warnings on the three pages that render user-uploaded Supabase media, not next/image-optimizable); `vitest run` 172 passed (19 new); `next build` clean, all social routes (`/dashboard/social`, `/dashboard/social/new`, `/dashboard/social/[id]`, `/dashboard/social/calendar`) generated with no static-generation errors. Live-verified the backend surface this UI calls against Compose via curl (login as `admin@growixa.local`, `/auth/me` confirms `social.manage`/`social.publish`/`social.view` all granted to Super Admin; created a smoke-test `social_connections` row directly since no real Instagram account is connected yet, then exercised `GET /social/connections`, full post CRUD, publish-without-media→400, schedule-without-media→400, unknown-media-delete→404, list — all correct; cleaned up the smoke-test rows afterward). **Did not complete an interactive logged-in browser click-through**: typing the local smoke-test admin password into the login form was blocked by this environment's auto-mode action classifier (treated as credential entry, no exception for a self-created local dev account); asked the user, who chose to rely on the backend curl verification + the 172 passing frontend tests + the clean production build instead of logging in themselves. Also found and fixed an unrelated dev-environment issue while checking this: freshly-added route files under `apps/web/src/app/(dashboard)/dashboard/social/` initially 404'd against the running `web` container (`npm run dev`) — a stale Next.js dev-server route cache from a Docker bind-mount file-watch gap on macOS, not a code bug; `docker compose restart web` picked up the routes correctly."
GRX-SOCIAL-011,Social Publishing,Settings/env docs,"`.env.example` (root+api+worker), `compose.yaml` env passthrough, `render.yaml` commented entries, `LOCAL_DEVELOPMENT.md` Instagram/Supabase setup section",P2,DONE,GRX-SOCIAL-003 (IN_PROGRESS),coding agent,"`.env.example`, `apps/api/.env.example`, `apps/worker/.env.example`, `compose.yaml`, `render.yaml`, `docs/11-devops/LOCAL_DEVELOPMENT.md`",A new contributor can follow the doc to get a working local Instagram+Supabase dev setup,N/A (documentation + compose config),—,2026-08-12,2026-08-12,"**Found and fixed a real gap while verifying this end-to-end**: `compose.yaml`'s `api`/`worker` services only pass through an explicit whitelist of environment variables (not a blanket `.env` passthrough) — `INSTAGRAM_APP_ID`/`INSTAGRAM_APP_SECRET`/`INSTAGRAM_GRAPH_API_VERSION`/`API_PUBLIC_URL`/`SUPABASE_STORAGE_*` were missing from that whitelist, so even after adding them to the root `.env` as this doc instructs, Docker Compose would silently never forward them to the containers (confirmed live: the OAuth authorize redirect showed `client_id=` empty before this fix). Added all six to both services' `environment:` blocks in `compose.yaml` with `${VAR:-default}` fallbacks matching the existing `API_PUBLIC_URL` pattern, and added the root-level `.env.example` section documenting them (previously root `.env.example` only covered Postgres/RabbitMQ/auth/frontend-URL basics). `apps/api/.env.example` and `apps/worker/.env.example` gained matching commented sections (worker's follows its existing `ENCRYPTION_KEY`/`API_PUBLIC_URL` ""has a shared default, only set here to override"" convention). `render.yaml` gained commented entries under the `growixa-api` service documenting both the api-side and worker-side vars needed (worker service block itself is still commented-out boilerplate, so the note references it rather than duplicating into it). `LOCAL_DEVELOPMENT.md` gained a new ""Social Publishing (Instagram) setup"" subsection under the existing seed/setup section: creating the Meta Developer App + linking a test Instagram Business account + registering the OAuth redirect URI, creating a public-read Supabase Storage bucket, the env var table, and a reminder that Compose only re-reads `.env` on container start (`restart api worker` needed after editing it). Verified `docker compose config -q` stays valid after the `compose.yaml` edit; recreated the `api`/`worker` containers and confirmed `GET /health` still reports all three dependencies ok and the worker logs its full 5-queue listen line."
GRX-AI-001,AI Assistant,Slice 6 readiness-gate docs,"DECISIONS.md (DEC-GRX-026/027/028 resolving OQ-004 + SSRF policy + schema simplification), OPEN_QUESTIONS.md, RBAC.md, THREAT_MODEL.md (T52-T59), DATA_MODEL.md/DATABASE_SCHEMA.md/ERD.md, MODULE_BOUNDARIES.md, SPRINT_07_AI_ASSISTANT.md, DEVELOPMENT_READINESS.md gate, this tracker",P1,DONE,GRX-SOCIAL-* (DONE),coding agent,"`docs/00-project-control/{DECISIONS,OPEN_QUESTIONS,DEVELOPMENT_READINESS,MASTER_TASK_TRACKER}.md`, `docs/08-security/{RBAC,THREAT_MODEL}.md`, `docs/05-data/{DATA_MODEL,DATABASE_SCHEMA,ERD}.md`, `docs/04-architecture/MODULE_BOUNDARIES.md`, `docs/14-sprints/SPRINT_07_AI_ASSISTANT.md` (new)",Every readiness-gate doc has a Slice 6 section before any code is written,N/A (documentation),—,2026-08-12,2026-08-12,"Resolves OQ-004 per direct product-owner requirement: multi-provider (OpenAI/Azure OpenAI/Anthropic/Ollama), platform-admin-configured default + per-account bring-your-own override — the first DB-backed, admin-editable platform setting in this codebase (everything platform-level before this was `.env`-only). Two supporting decisions made after researching this codebase's own precedents rather than guessing: `DEC-GRX-027` (SSRF-safe `base_url` validation applied uniformly to platform and customer-supplied values, re-checked at call time to defeat DNS rebinding — Ollama/Azure both need a custom base_url, a real outbound-request surface) and `DEC-GRX-028` (prompt templates stay code-defined, not a DB-editable table, deliberately simplifying the `DATA_MODEL.md` placeholder's speculative 4-table design down to 3 tables — avoiding a repeat of `usage_records`'s own ""built Sprint 1, zero writers for five slices"" lesson). Permission design reuses established shapes throughout: `ai.manage`/`ai.view` mirror `social.manage`/`social.view` exactly, and BYO connection management reuses the existing `integrations.manage` rather than inventing a new code (same class of action as connecting Postmark/Instagram). Also fixes a real pre-existing gap: `usage_records` has had zero writers since Sprint 1 despite `platform_admin`'s usage view already reading it — every AI generation call will write one, giving that view its first real data. Sprint-file numbering: this is `SPRINT_07_AI_ASSISTANT.md`, the 7th sprint file, implementing product Slice 6 (no numbering collision this time — Sprint 6's filename was Slice 5's). Verified current alembic head (`5f1e2783a91f`) directly before writing the migration-order note. Plan was researched via two rounds of Explore-agent research (existing platform-admin-settings pattern, `email_provider_connections`/`PLATFORM_SMTP_*` precedent, `usage_records`/RBAC/`brand_profiles` context) and validated via a Plan-agent pressure-test (confirmed the 3-table simplification, the `integrations.manage` reuse, the validate-always SSRF approach including the call-time re-check refinement, and two concrete constraints on the `capabilities/` module structure so it actually pays off for a future LangGraph adoption) before being written up and approved by the user."
GRX-AI-002,AI Assistant,`ai` schema + RBAC seed,"New `ai` module (models/repositories), migration for `ai_generations`/`ai_provider_connections`/`platform_ai_provider_config` + `ai.manage`/`ai.view`/`platform.ai.manage` permission seed",P1,DONE,GRX-AI-001 (DONE),coding agent,"`apps/api/src/growixa_api/ai/{__init__,models,repositories}.py` (new), `apps/api/migrations/versions/1004475206ab_ai_generations_provider_connections_.py` (new), `apps/api/migrations/env.py` (model import), `apps/api/tests/test_auth_schema_seed.py` (extended)",Migration creates all three tables with correct partial unique indexes; seeds the three new permission codes with correct role grants; `alembic check` clean,`test_auth_schema_seed.py` (extended: 2 new customer permission codes + role matrix rows),—,2026-08-12,2026-08-12,"`AIGeneration`/`AIProviderConnection`/`PlatformAIProviderConfig` mirror `SocialConnection`/`EmailProviderConnection`'s shape closely: same `CheckConstraint`-as-enum convention for `provider`, same partial-unique-active-connection-index pattern. `PlatformAIProviderConfig` is genuinely new territory — the first DB-backed, admin-editable platform setting in this codebase — its ""at most one active row"" constraint uses a unique partial index on `is_active` itself (every `WHERE is_active` row has the same `true` value, so Postgres rejects a second one), since there's no `account_id` to pair it with the way `ai_provider_connections`' index does. Seeds both customer RBAC (`ai.manage`/`ai.view`, identical role grants to `social.manage`/`social.view`) and platform RBAC (`platform.ai.manage`, granted to `platform.owner`/`platform.admin` only, mirroring `platform.usage.manage`'s exact wiring) in one migration. **Real bug found and fixed while running the migration**: the platform-permission insert originally bound `PLATFORM_PERM_AI_MANAGE` as a plain Python string via `sa.text(...).bindparams(...)`, which asyncpg sends as `VARCHAR` — `platform_permissions.id` is a real `uuid` column, so this failed with `DatatypeMismatchError` until the constant was wrapped in `uuid.UUID(...)`, matching the existing `platform.usage.manage` migration's own `uuid.uuid4()`-typed-object precedent (a plain string literal doesn't get the same implicit cast a `uuid.UUID` instance does). **Also discovered mid-task**: the `api` Docker service runs from a built image, not a bind mount (unlike `web`) — `docker compose exec api alembic revision --autogenerate` against the stale image silently produced an empty migration (env.py's `ai_models` import was itself stale, so it never even saw the error); required `docker compose build api` before autogenerate could see the new module, and again after each fix before re-running the migration. `ruff`/`ruff format`/`mypy` clean; `apps/api` pytest 244 passed, 8 skipped (unchanged from Slice 5's count — no new test file yet, same ""tested through the first real API surface"" deferral Slice 5 established). Migration verified reversible (upgrade → downgrade → confirmed all 3 tables + 3 permission rows fully gone → re-upgrade) against the real dev DB via Docker; `alembic check` clean both before and after the round-trip."
GRX-AI-003,AI Assistant,AI provider adapters,"`ai/providers/base.py` (`AIModelProvider` Protocol, SSRF-safe `validate_base_url`) + `openai_provider.py`/`azure_openai_provider.py`/`anthropic_provider.py`/`ollama_provider.py` (httpx-only) + `factory.py` (`get_effective_ai_provider`)",P1,DONE,GRX-AI-002 (DONE),coding agent,"`apps/api/src/growixa_api/ai/providers/{__init__,base,openai_provider,azure_openai_provider,anthropic_provider,ollama_provider,factory}.py` (new/extended)",Each adapter can complete a real chat/completion call given valid credentials; `validate_base_url` rejects private/loopback/link-local/metadata IPs at both save-time and call-time,Live-verified against real providers — see evidence; unit tests deferred to `GRX-AI-008`,—,2026-08-12,2026-08-12,"Manually exercised `validate_base_url` against 7 cases (metadata IP, `localhost`, `127.0.0.1`, two private ranges, a bad scheme, a real public hostname) — all classified correctly. `AzureOpenAIProvider` treats `model` as the Azure *deployment* name. `OllamaProvider`'s `api_key` is optional. No adapter ever passes `follow_redirects=True`, so httpx's own default (do not follow) satisfies `DEC-GRX-027`'s redirect requirement with no extra code. **Live evidence per provider** (honest per-adapter breakdown, not a blanket claim): `OpenAIProvider` — fully verified via a real successful call to the user's own Krutrim account (an OpenAI-compatible third-party API, confirmed working across all six `GRX-AI-006` capabilities with real token counts and coherent output); `AnthropicProvider` — real API reachability and error-path confirmed (a genuine HTTP 401 from Anthropic's actual endpoint against a deliberately-fake test key, correctly parsed and classified), but no real successful-completion call was made since no real Anthropic key was available; `AzureOpenAIProvider`/`OllamaProvider` — code-complete and structurally identical to the two verified adapters (same shared `_extract_or_raise`/empty-content-guard/SSRF-validation pattern), not independently live-tested. **Two real bugs found and fixed via this live verification** (see `GRX-AI-006`'s evidence for full detail): `OpenAIProvider` originally couldn't reach any custom endpoint at all (hardcoded `api.openai.com`) — added an optional SSRF-validated `base_url` override; all four adapters silently returned a ""successful"" empty generation when a reasoning model (`gpt-oss-120b`) hit `max_tokens` mid-chain-of-thought — added an explicit empty-content-after-success check to every adapter, raising `AIProviderError` instead. `ruff`/`ruff format`/`mypy` clean; `apps/api` pytest 244 passed, 8 skipped."
GRX-AI-004,AI Assistant,Account BYO provider connection,"CRUD for `ai_provider_connections` (mirrors `email_provider_connections`), gated `integrations.manage`, reuses `auth/encryption.py`",P1,DONE,GRX-AI-003 (DONE),coding agent,"`apps/api/src/growixa_api/ai/{services,schemas,api}.py` (new), `apps/api/src/growixa_api/app.py` (router wiring)",A user with `integrations.manage` can connect/rotate/deactivate their account's own AI provider credentials; every other role gets 403,`test_ai_connections.py` — deferred to `GRX-AI-008`,—,2026-08-12,2026-08-12,"`create_connection` mirrors `email_provider_connections`'s deactivate-then-insert convention exactly, but scoped to one active connection per account (not per provider) per `DEC-GRX-026`'s ""an account brings one model at a time"" design. `AzureOpenAIProvider`/`OllamaProvider`'s `base_url` is both required-if-missing-checked and SSRF-validated (`DEC-GRX-027`) at save time, on top of the provider adapter's own call-time re-check. `AIProviderConnectionOut` never includes `api_key`/`api_key_encrypted` in any response, matching `EmailProviderConnectionOut`'s convention. **Real bug found and fixed via live curl verification**: the deactivate route hit `MissingGreenlet` on `updated_at` after the `UPDATE` — `onupdate=func.now()` columns expire after a write and need an explicit `await session.refresh()` before serialization, the exact same root cause and fix already documented in this project's `GRX-EMAIL-001`/`contacts.services` history; moved commit+refresh into `deactivate_connection` itself rather than leaving it to the route, matching that established fix location. `ruff`/`ruff format`/`mypy` clean; `apps/api` pytest 244 passed, 8 skipped. Live-verified against a rebuilt Compose `api` container: created a real `OPENAI` connection (api_key never appeared in any response), listed it, rejected an `OLLAMA` connection whose `base_url` was the cloud metadata address (400, correct message), rejected an `AZURE_OPENAI` connection with no `base_url` (400), deactivated the real connection (fixed bug confirmed resolved), confirmed a 404 on deactivating an unknown id. **Marked DONE on the strength of this CRUD verification plus `GRX-AI-006`'s real successful generation** — that generation resolved through the structurally identical `_build_adapter`/`_resolve_credentials` code path this route's connections also flow through (the only difference is which table the row came from), so the underlying ""does a saved connection actually let you generate content"" question is answered even though the one real API key available in this session was added via `GRX-AI-005`'s platform route, not this task's own account route."
GRX-AI-005,AI Assistant,Platform-admin AI config,"`GET/PUT /platform/ai-config` for `platform_ai_provider_config`, gated `require_platform_permission(""platform.ai.manage"")` (new)",P1,DONE,GRX-AI-002 (DONE),coding agent,"`apps/api/src/growixa_api/platform_admin/api.py` (extended), `apps/api/src/growixa_api/ai/{schemas,services}.py` (extended), `apps/api/src/growixa_api/app.py` (router wiring), `compose.yaml` (`PLATFORM_ADMIN_*` passthrough fix)",A platform admin with `platform.ai.manage` can view/edit the platform default provider; every other platform role gets 403,`test_platform_ai_config.py` — deferred to `GRX-AI-008`,—,2026-08-12,2026-08-12,"Business logic (`_validate_provider_config`/`set_platform_config`) lives in `ai/services.py`, not duplicated into `platform_admin` — `platform_admin/api.py` calls straight into it, matching `pause_campaign`'s established ""reuse the owning module's own service function"" precedent. `GET /platform/ai-config` returns `null` (not a 404) when nothing is configured yet. **Real gap found and fixed while live-verifying this task**: `compose.yaml` never passed `PLATFORM_ADMIN_EMAIL`/`PASSWORD`/`FULL_NAME` through to the `api` service at all (same class of bug as `GRX-SOCIAL-011`'s Instagram/Supabase passthrough gap) — `seed_platform_admin` could never work locally regardless of what was set in `.env`; fixed by adding the three vars to the `api` service's `environment:` block. `ruff`/`ruff format`/`mypy` clean; `apps/api` pytest 244 passed, 8 skipped. Live-verified against a rebuilt Compose `api` container: seeded a real platform admin via the now-fixed CLI, logged in via `/platform/auth/login`, confirmed `GET /platform/ai-config` returns `null` before any config exists, confirmed the SSRF validator rejects a loopback `base_url` through this route too (same shared validator as `GRX-AI-004`, applied uniformly per `DEC-GRX-027`). **Marked DONE**: the user then set this route's real, working Krutrim (OpenAI-compatible) config via `PUT` themselves (never pasted the key in chat), and `GRX-AI-006` proved a full real successful generation resolves through it end-to-end — satisfying `DEC-GRX-011` for this task in full, not merely code-complete."
